"(Background Information, Full Name)","(Background Information, Nation)","(Background Information, Position)","(Background Information, Squad)","(Background Information, Age)","(Background Information, Year of Birth)","(Playing Time, MP)","(Playing Time, Starts)","(Playing Time, Min)","(Playing Time, 90s)","(Performance, Gls)","(Performance, Ast)","(Performance, G+A)","(Performance, G-PK)","(Performance, PK)","(Performance, PKatt)","(Performance, CrdY)","(Performance, CrdR)","(Expected, xG)","(Expected, npxG)","(Expected, xAG)","(Expected, npxG+xAG)","(Progression, PrgC)","(Progression, PrgP)","(Progression, PrgR)","(Per 90 Minutes, Gls)","(Per 90 Minutes, Ast)","(Per 90 Minutes, G+A)","(Per 90 Minutes, G-PK)","(Per 90 Minutes, G+A-PK)","(Per 90 Minutes, xG)","(Per 90 Minutes, xAG)","(Per 90 Minutes, xG+xAG)","(Per 90 Minutes, npxG)","(Per 90 Minutes, npxG+xAG)","(Background Information, League)",market_value_in_eur,highest_market_value_in_eur
Léo Leroy,fr FRA,MF,Montpellier,23,2000.0,21.0,3.0,499.0,5.5,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.8,0.8,0.7,1.5,8.0,21.0,9.0,0.0,0.18,0.18,0.0,0.18,0.15,0.13,0.28,0.15,0.28,Ligue 1,1000000.0,1800000.0
Gautier Lloris,fr FRA,DF,Le Havre,28,1995.0,31.0,31.0,2778.0,30.9,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2.1,2.1,0.2,2.3,13.0,105.0,5.0,0.06,0.0,0.06,0.06,0.06,0.07,0.01,0.07,0.07,0.07,Ligue 1,3000000.0,3000000.0
Abou Lô,sn SEN,"MF,DF",Metz,23,2000.0,6.0,2.0,197.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.1,0.3,0.5,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06,0.16,0.22,0.06,0.22,Ligue 1,250000.0,9000000.0
Bradley Locko,fr FRA,DF,Brest,21,2002.0,33.0,33.0,2959.0,32.9,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,0.3,0.3,1.6,1.9,83.0,129.0,162.0,0.0,0.09,0.09,0.0,0.09,0.01,0.05,0.06,0.01,0.06,Ligue 1,12000000.0,12000000.0
Renan Lodi,br BRA,DF,Marseille,25,1998.0,14.0,14.0,1235.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.3,0.3,1.3,1.6,25.0,51.0,77.0,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.12,0.02,0.12,Ligue 1,20000000.0,50000000.0
Andy Logbo,fr FRA,FW,Le Havre,19,2004.0,10.0,2.0,248.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.5,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.12,0.04,0.16,0.12,0.16,Ligue 1,800000.0,800000.0
Anthony Lopes,pt POR,GK,Lyon,32,1990.0,31.0,31.0,2790.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Ligue 1,4000000.0,25000000.0
Pau López,es ESP,GK,Marseille,28,1994.0,33.0,33.0,2939.0,32.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Ligue 1,10000000.0,24000000.0
Jordan Lotomba,ch SUI,DF,Nice,24,1998.0,28.0,21.0,1804.0,20.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.9,0.9,1.1,2.0,36.0,52.0,40.0,0.05,0.0,0.05,0.05,0.05,0.04,0.05,0.1,0.04,0.1,Ligue 1,8000000.0,8000000.0
Tom Louchet,fr FRA,"MF,DF",Nice,20,2003.0,13.0,3.0,409.0,4.5,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7,1.7,6.0,18.0,40.0,0.22,0.22,0.44,0.22,0.44,0.23,0.16,0.38,0.23,0.38,Ligue 1,3000000.0,3000000.0
Imran Louza,ma MAR,MF,Lorient,24,1999.0,14.0,10.0,863.0,9.6,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,1.1,1.1,2.5,3.6,19.0,83.0,36.0,0.1,0.31,0.42,0.1,0.42,0.11,0.27,0.37,0.11,0.37,Ligue 1,75000.0,150000.0
Dejan Lovren,hr CRO,DF,Lyon,34,1989.0,10.0,8.0,718.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.4,0.4,0.0,0.5,5.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Ligue 1,1200000.0,20000000.0
Joshua M'Bahia,ci CIV,MF,Clermont Foot,18,2005.0,1.0,0.0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.21,0.0,0.21,Ligue 1,250000.0,1250000.0
Othmane Maamma,fr FRA,FW,Montpellier,17,2005.0,2.0,1.0,88.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.7,7.0,2.0,3.0,1.02,0.0,1.02,1.02,1.02,0.27,0.47,0.74,0.27,0.74,Ligue 1,2300000.0,2500000.0
Deiver Machado,co COL,DF,Lens,29,1993.0,19.0,13.0,1124.0,12.5,4.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,1.7,1.7,1.3,2.9,22.0,26.0,74.0,0.32,0.0,0.32,0.32,0.32,0.13,0.1,0.24,0.13,0.24,Ligue 1,4000000.0,4000000.0
Soungoutou Magassa,fr FRA,"DF,MF",Monaco,19,2003.0,21.0,15.0,1346.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.6,0.6,0.1,0.8,7.0,92.0,13.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Ligue 1,8000000.0,10000000.0
Hugo Magnetti,fr FRA,MF,Brest,25,1998.0,33.0,30.0,2340.0,26.0,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,2.4,2.4,1.8,4.3,36.0,101.0,61.0,0.08,0.0,0.08,0.08,0.08,0.09,0.07,0.16,0.09,0.16,Ligue 1,7000000.0,7000000.0
Yohann Magnin,fr FRA,MF,Clermont Foot,26,1997.0,31.0,17.0,1687.0,18.7,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.6,1.6,0.7,2.3,14.0,71.0,47.0,0.05,0.0,0.05,0.05,0.05,0.09,0.04,0.12,0.09,0.12,Ligue 1,2000000.0,2500000.0
Frank Magri,cm CMR,"FW,MF",Toulouse,23,1999.0,29.0,14.0,1438.0,16.0,5.0,2.0,7.0,5.0,0.0,0.0,5.0,0.0,3.1,3.1,1.6,4.7,31.0,34.0,121.0,0.31,0.13,0.44,0.31,0.44,0.19,0.1,0.29,0.19,0.29,Ligue 1,3000000.0,3000000.0
Adel Mahamoud,km COM,FW,Nantes,20,2003.0,1.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ligue 1,1000000.0,10000000.0
Habib Maïga,ci CIV,"MF,FW",Metz,27,1996.0,7.0,1.0,147.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Ligue 1,2500000.0,5500000.0
Ainsley Maitland-Niles,eng ENG,"DF,MF",Lyon,25,1997.0,23.0,16.0,1432.0,15.9,1.0,4.0,5.0,0.0,1.0,1.0,1.0,1.0,3.0,2.2,2.1,4.2,26.0,76.0,82.0,0.06,0.25,0.31,0.0,0.25,0.19,0.13,0.32,0.14,0.27,Ligue 1,9000000.0,18000000.0
Radosław Majecki,pl POL,GK,Monaco,23,1999.0,12.0,12.0,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ligue 1,5000000.0,5000000.0
Lovro Majer,hr CRO,MF,Rennes,25,1998.0,1.0,0.0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14,1.39,1.52,0.14,1.52,Ligue 1,20000000.0,27000000.0
Jean-Victor Makengo,fr FRA,"MF,FW",Lorient,25,1998.0,11.0,5.0,479.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,11.0,28.0,17.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Ligue 1,6000000.0,10000000.0
Aaron Malouda,fr FRA,FW,Lille,17,2005.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ligue 1,200000.0,5500000.0
Hianga Mananga Mbock,fr FRA,"MF,FW",Brest,23,1999.0,2.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,1.62,2.17,0.55,2.17,Ligue 1,150000.0,200000.0
Steve Mandanda,fr FRA,GK,Rennes,38,1985.0,34.0,34.0,3060.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ligue 1,800000.0,17000000.0
Orel Mangala,be BEL,MF,Lyon,25,1998.0,8.0,4.0,398.0,4.4,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7,1.6,9.0,26.0,21.0,0.45,0.0,0.45,0.45,0.45,0.22,0.15,0.37,0.22,0.37,Ligue 1,20000000.0,22000000.0
Vito Mannone,it ITA,GK,Lille,35,1988.0,2.0,1.0,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ligue 1,200000.0,3500000.0
Faitout Maouassa,fr FRA,"MF,DF",Lens,25,1998.0,3.0,1.0,76.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.09,0.12,0.21,0.09,0.21,Ligue 1,5000000.0,13000000.0
Guillermo Maripán,cl CHI,DF,Monaco,29,1994.0,23.0,21.0,1767.0,19.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.4,0.4,0.5,0.9,4.0,59.0,5.0,0.05,0.0,0.05,0.05,0.05,0.02,0.02,0.05,0.02,0.05,Ligue 1,10000000.0,15000000.0
Marquinhos,br BRA,"FW,MF",Nantes,20,2003.0,7.0,1.0,154.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.7,1.0,2.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.15,0.43,0.58,0.15,0.58,Ligue 1,50000000.0,75000000.0
Marquinhos,br BRA,"FW,MF",Nantes,20,2003.0,7.0,1.0,154.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.7,1.0,2.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.15,0.43,0.58,0.15,0.58,Ligue 1,10000000.0,12000000.0
Marquinhos,br BRA,DF,Paris S-G,29,1994.0,21.0,18.0,1537.0,17.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.5,0.9,18.0,114.0,3.0,0.0,0.06,0.06,0.0,0.06,0.03,0.03,0.05,0.03,0.05,Ligue 1,50000000.0,75000000.0
Marquinhos,br BRA,DF,Paris S-G,29,1994.0,21.0,18.0,1537.0,17.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.5,0.9,18.0,114.0,3.0,0.0,0.06,0.06,0.0,0.06,0.03,0.03,0.05,0.03,0.05,Ligue 1,10000000.0,12000000.0
Jonas Martin,fr FRA,MF,Brest,33,1990.0,31.0,9.0,1208.0,13.4,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.2,1.2,0.9,2.1,28.0,105.0,32.0,0.0,0.07,0.07,0.0,0.07,0.09,0.07,0.15,0.09,0.15,Ligue 1,1000000.0,5000000.0
Clinton Mata,ao ANG,DF,Lyon,30,1992.0,28.0,25.0,2220.0,24.7,0.0,3.0,3.0,0.0,0.0,0.0,6.0,0.0,0.6,0.6,2.2,2.8,32.0,97.0,60.0,0.0,0.12,0.12,0.0,0.12,0.02,0.09,0.11,0.02,0.11,Ligue 1,4000000.0,10000000.0
Eliot Matazo,be BEL,MF,Monaco,21,2002.0,6.0,0.0,102.0,1.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,1.0,1.1,2.0,10.0,2.0,0.0,0.88,0.88,0.0,0.88,0.07,0.91,0.98,0.07,0.98,Ligue 1,5000000.0,8000000.0
Nemanja Matić,rs SRB,MF,Rennes,34,1988.0,13.0,11.0,1027.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.3,0.3,0.8,1.1,14.0,83.0,8.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.1,0.03,0.1,Ligue 1,500000.0,37000000.0
Nemanja Matić,rs SRB,MF,Lyon,34,1988.0,15.0,15.0,1254.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.6,0.9,26.0,118.0,17.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,Ligue 1,500000.0,37000000.0
Chrislain Matsima,fr FRA,DF,Clermont Foot,21,2002.0,14.0,13.0,1180.0,13.1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.2,13.0,45.0,1.0,0.08,0.0,0.08,0.08,0.08,0.01,0.0,0.01,0.01,0.01,Ligue 1,7000000.0,7000000.0
Chrislain Matsima,fr FRA,DF,Monaco,21,2002.0,6.0,3.0,298.0,3.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.2,5.0,31.0,5.0,0.0,0.3,0.3,0.0,0.3,0.04,0.02,0.06,0.04,0.06,Ligue 1,7000000.0,7000000.0
Azor Matusiwa,nl NED,MF,Reims,25,1998.0,16.0,16.0,1385.0,15.4,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.7,0.7,0.7,1.3,12.0,78.0,12.0,0.06,0.0,0.06,0.06,0.06,0.04,0.04,0.09,0.04,0.09,Ligue 1,12000000.0,13000000.0
Azor Matusiwa,nl NED,MF,Rennes,25,1998.0,12.0,9.0,794.0,8.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.4,0.7,3.0,64.0,12.0,0.0,0.11,0.11,0.0,0.11,0.04,0.04,0.08,0.04,0.08,Ligue 1,12000000.0,13000000.0
Aïman Maurer,ma MAR,"MF,FW",Clermont Foot,18,2004.0,5.0,0.0,56.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,Ligue 1,800000.0,800000.0
Christian Mawissa,fr FRA,DF,Toulouse,18,2005.0,17.0,12.0,1118.0,12.4,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,0.3,1.3,26.0,39.0,11.0,0.16,0.0,0.16,0.16,0.16,0.08,0.02,0.1,0.08,0.1,Ligue 1,9000000.0,9000000.0
Noam Mayoka-Tika,be BEL,MF,Marseille,19,2003.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ligue 1,50000.0,50000.0
Senny Mayulu,fr FRA,"FW,MF",Paris S-G,17,2006.0,8.0,3.0,324.0,3.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.6,4.0,11.0,38.0,0.0,0.28,0.28,0.0,0.28,0.04,0.13,0.17,0.04,0.17,Ligue 1,5000000.0,5000000.0
Youssef Maziz,fr FRA,"FW,MF",Metz,25,1998.0,2.0,2.0,124.0,1.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,2.0,6.0,2.0,0.73,0.0,0.73,0.73,0.73,0.08,0.04,0.12,0.08,0.12,Ligue 1,1500000.0,1800000.0
Ethan Mbappé,fr FRA,"MF,DF",Paris S-G,16,2006.0,3.0,0.0,48.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.27,0.27,Ligue 1,1500000.0,1500000.0
Kylian Mbappé,fr FRA,FW,Paris S-G,24,1998.0,29.0,24.0,2158.0,24.0,27.0,7.0,34.0,21.0,6.0,8.0,4.0,0.0,21.0,14.5,5.7,20.2,114.0,122.0,286.0,1.13,0.29,1.42,0.88,1.17,0.87,0.24,1.11,0.6,0.84,Ligue 1,180000000.0,200000000.0
Malick Mbaye,sn SEN,"MF,FW",Metz,19,2004.0,5.0,1.0,153.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.2,0.6,8.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.26,0.11,0.37,0.26,0.37,Ligue 1,125000.0,600000.0
Malick Mbaye,sn SEN,"MF,FW",Metz,19,2004.0,5.0,1.0,153.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.2,0.6,8.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.26,0.11,0.37,0.26,0.37,Ligue 1,500000.0,500000.0
Chancel Mbemba,cd COD,DF,Marseille,28,1994.0,25.0,25.0,2207.0,24.5,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,1.8,1.8,1.0,2.8,16.0,131.0,10.0,0.08,0.08,0.16,0.08,0.16,0.07,0.04,0.12,0.07,0.12,Ligue 1,15000000.0,20000000.0
Nolan Mbemba,cg CGO,MF,Le Havre,28,1995.0,6.0,0.0,22.0,0.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,4.09,0.0,4.09,4.09,4.09,0.17,0.0,0.17,0.17,0.17,Ligue 1,500000.0,750000.0
Christ Mbondi,fr FRA,FW,Reims,18,2004.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ligue 1,75000.0,150000.0
Facundo Medina,ar ARG,DF,Lens,24,1999.0,31.0,30.0,2714.0,30.2,1.0,3.0,4.0,1.0,0.0,0.0,11.0,0.0,1.1,1.1,1.8,2.9,51.0,219.0,20.0,0.03,0.1,0.13,0.03,0.13,0.04,0.06,0.1,0.04,0.1,Ligue 1,25000000.0,25000000.0
Bamo Meïté,ci CIV,DF,Marseille,21,2001.0,16.0,6.0,638.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,11.0,29.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Ligue 1,6000000.0,6000000.0
Bamo Meïté,ci CIV,DF,Lorient,21,2001.0,2.0,2.0,146.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ligue 1,6000000.0,6000000.0
Birger Meling,no NOR,DF,Rennes,28,1994.0,1.0,0.0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,0.8,0.8,Ligue 1,4000000.0,7000000.0
Nuno Mendes,pt POR,DF,Paris S-G,21,2002.0,6.0,2.0,267.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.3,0.3,0.4,0.7,12.0,21.0,25.0,0.34,0.34,0.67,0.34,0.67,0.11,0.14,0.25,0.11,0.25,Ligue 1,55000000.0,65000000.0
Antoine Mendy,fr FRA,DF,Nice,19,2004.0,10.0,4.0,418.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.5,3.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.1,0.02,0.1,Ligue 1,800000.0,1000000.0
Benjamin Mendy,fr FRA,DF,Lorient,29,1994.0,15.0,7.0,711.0,7.9,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,1.1,1.1,1.9,3.0,26.0,34.0,85.0,0.25,0.13,0.38,0.25,0.38,0.14,0.24,0.38,0.14,0.38,Ligue 1,2000000.0,45000000.0
Formose Mendy,sn SEN,DF,Lorient,22,2001.0,18.0,13.0,1256.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.3,0.3,0.1,0.4,14.0,61.0,13.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.02,0.03,Ligue 1,300000.0,1000000.0
Formose Mendy,sn SEN,DF,Lorient,22,2001.0,18.0,13.0,1256.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.3,0.3,0.1,0.4,14.0,61.0,13.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.02,0.03,Ligue 1,4500000.0,5000000.0
Nampalys Mendy,sn SEN,MF,Lens,31,1992.0,16.0,13.0,1052.0,11.7,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,1.1,1.3,21.0,84.0,13.0,0.0,0.09,0.09,0.0,0.09,0.02,0.09,0.11,0.02,0.11,Ligue 1,3000000.0,12000000.0
Quentin Merlin,fr FRA,DF,Marseille,21,2002.0,10.0,8.0,703.0,7.8,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,1.1,1.3,15.0,46.0,56.0,0.0,0.13,0.13,0.0,0.13,0.02,0.15,0.16,0.02,0.16,Ligue 1,10000000.0,10000000.0
Quentin Merlin,fr FRA,DF,Nantes,21,2002.0,16.0,15.0,1283.0,14.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,1.3,2.0,34.0,98.0,62.0,0.0,0.07,0.07,0.0,0.07,0.05,0.09,0.14,0.05,0.14,Ligue 1,10000000.0,10000000.0
Bastien Meupiyou,fr FRA,DF,Nantes,17,2006.0,1.0,1.0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ligue 1,800000.0,1000000.0
Lucas Michel,fr FRA,FW,Monaco,19,2004.0,1.0,0.0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ligue 1,100000.0,4000000.0
Georges Mikautadze,ge GEO,FW,Metz,22,2000.0,20.0,20.0,1747.0,19.4,13.0,4.0,17.0,10.0,3.0,3.0,0.0,1.0,9.5,7.2,2.4,9.5,52.0,51.0,95.0,0.67,0.21,0.88,0.52,0.72,0.49,0.12,0.61,0.37,0.49,Ligue 1,15000000.0,15000000.0
Takumi Minamino,jp JPN,MF,Monaco,28,1995.0,30.0,25.0,2117.0,23.5,9.0,6.0,15.0,9.0,0.0,0.0,4.0,0.0,5.9,5.9,4.9,10.8,48.0,97.0,198.0,0.38,0.26,0.64,0.38,0.64,0.25,0.21,0.46,0.25,0.46,Ligue 1,20000000.0,20000000.0
Lucas Mincarelli,fr FRA,"DF,MF",Montpellier,19,2004.0,13.0,12.0,978.0,10.9,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.4,0.4,0.6,0.9,24.0,26.0,40.0,0.09,0.09,0.18,0.09,0.18,0.03,0.05,0.09,0.03,0.09,Ligue 1,1000000.0,1000000.0
Ignacio Miramon,ar ARG,MF,Lille,20,2003.0,2.0,1.0,39.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,Ligue 1,700000.0,6000000.0
Terem Moffi,ng NGA,FW,Nice,24,1999.0,30.0,23.0,1949.0,21.7,11.0,2.0,13.0,8.0,3.0,3.0,4.0,0.0,10.7,8.3,3.2,11.5,24.0,27.0,123.0,0.51,0.09,0.6,0.37,0.46,0.49,0.15,0.64,0.38,0.53,Ligue 1,25000000.0,25000000.0
Mostafa Mohamed,eg EGY,FW,Nantes,25,1997.0,29.0,24.0,2002.0,22.2,8.0,2.0,10.0,5.0,3.0,3.0,3.0,1.0,7.8,5.5,2.4,7.8,23.0,25.0,115.0,0.36,0.09,0.45,0.22,0.31,0.35,0.11,0.46,0.25,0.35,Ligue 1,10000000.0,10000000.0
Dion Moise Sahi,ci CIV,"MF,FW",Strasbourg,21,2001.0,18.0,7.0,628.0,7.0,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,4.1,4.1,1.3,5.4,13.0,21.0,42.0,0.43,0.14,0.57,0.43,0.57,0.58,0.19,0.77,0.58,0.77,Ligue 1,2000000.0,3000000.0
Florent Mollet,fr FRA,"MF,FW",Nantes,31,1991.0,29.0,24.0,2083.0,23.1,4.0,4.0,8.0,4.0,0.0,0.0,4.0,0.0,5.9,5.9,2.5,8.4,27.0,96.0,145.0,0.17,0.17,0.35,0.17,0.35,0.25,0.11,0.36,0.25,0.36,Ligue 1,1800000.0,9000000.0
Enzo Mongo,fr FRA,DF,Nantes,18,2005.0,1.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ligue 1,200000.0,8000000.0
Diego Moreira,pt POR,"FW,MF",Lyon,18,2004.0,7.0,4.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.3,1.0,10.0,12.0,23.0,0.0,0.0,0.0,0.0,0.0,0.24,0.11,0.35,0.24,0.35,Ligue 1,3000000.0,3000000.0
